Date,CASEY,CML,IDC,JASON,KEN,LAN MLN,PATTERSON,PHIL,TRAVIS,KYLE
2006-06-19,0.0,2.28550544,36.5080327,0.0,75.92534712000001,60.9262381,137.37162348,20.167638320000002,0.0,0.0
2006-06-20,0.0,2.7321283100000002,43.64224299999999,0.0,74.63409972000001,65.28229231,135.03537138000002,22.20436907,0.0,0.0
2006-06-21,0.0,2.37281855,37.90273945,0.0,71.79335544,59.96175046,129.89561676,20.10773399,0.0,0.0
2006-06-22,0.0,2.2360918400000003,35.71871115,0.0,72.39593756000001,58.72524561,130.98586774,19.50869556,0.0,0.0
2006-06-23,0.0,2.09646822,33.488405099999994,0.0,70.24385856,56.1670668,127.09211424,18.57020166,0.0,0.0
2006-06-24,0.0,1.9562562000000001,31.248701849999996,0.0,69.46911012000001,54.247102229999996,125.69036298,17.791451520000003,0.0,0.0
2006-06-25,0.0,2.01389077,32.169342349999994,0.0,72.82635336,56.4588089,131.76461844000002,18.47036221,0.0,0.0
2006-06-26,0.0,1.87004634,29.87161485,0.0,71.018607,54.01493816999999,128.4938655,17.551836299999998,0.0,0.0
2006-06-27,0.0,1.89190012,30.220701799999997,0.0,72.3098544,54.86211416,130.8301176,17.8114198,0.0,0.0
2006-06-28,0.0,1.9339018,30.891625549999997,0.0,74.11760076,56.17484789,134.10087054000002,18.230746959999998,0.0,0.0
2006-06-29,0.0,1.79613116,28.69091895,0.0,72.39593756000001,53.83873377,130.98586774,17.35215696,0.0,0.0
2006-06-30,0.0,1.77783624,28.398681599999996,0.0,72.3098544,53.59524071999999,130.8301176,17.2523172,0.0,0.0
2006-07-01,0.0,1.78427778,28.501575749999997,0.0,71.53510596000001,53.30411343,129.42836634,17.19241326,0.0,0.0
2006-07-02,0.0,1.79842544,28.7275663,0.0,71.79335544,53.58213778,129.89561676,17.29225304,0.0,0.0
2006-07-03,0.0,1.7725715,28.31458185,0.0,70.32994172000001,52.60993953,127.24786438000001,16.992733620000003,0.0,0.0
2006-07-04,0.0,1.76027682,28.118190749999997,0.0,70.50210804000001,52.55397987,127.55936466000001,16.952797739999998,0.0,0.0
2006-07-05,0.0,1.79642536,28.695617549999998,0.0,71.70727228,53.51962665,129.73986662000002,17.27228508,0.0,0.0
2006-07-06,0.0,1.74027602,27.798703249999996,0.0,69.64127644,51.92886857,126.00186326000001,16.753118139999998,0.0,0.0
2006-07-07,0.0,1.82138247,29.094272999999998,0.0,70.50210804000001,53.232662069999996,127.55936466000001,17.252316989999997,0.0,0.0
2006-07-08,0.0,1.84004514,29.3923836,0.0,69.7273596,53.07727122,126.1576134,17.2523169,0.0,0.0
2006-07-09,0.0,1.8910768400000002,30.207547449999996,0.0,69.46911012000001,53.52317454999999,125.69036298,17.47196432,0.0,0.0
2006-07-10,0.0,1.90278312,30.394541349999997,0.0,70.67427436,54.217348449999996,127.87086494,17.67164396,0.0,0.0
2006-07-11,0.0,1.80908779,28.897881899999998,0.0,70.67427436,53.17670241,127.87086494,17.21238111,0.0,0.0
2006-07-12,0.0,1.77101272,28.289681,0.0,69.21086064,52.06876772,125.22311256,16.852957840000002,0.0,0.0
2006-07-13,0.0,2.00706725,32.06034175,0.0,69.7273596,54.9323359,126.1576134,18.071002850000003,0.0,0.0
2006-07-14,0.0,2.00662595,32.053293849999996,0.0,70.76035752,55.410996579999996,128.02661508,18.190810669999998,0.0,0.0
2006-07-15,0.0,2.0787617,33.205564949999996,0.0,68.78044484,55.28535951,124.44436186,18.31061814,0.0,0.0
2006-07-16,0.0,1.92410782,30.735172549999994,0.0,68.43611220000001,53.406477710000004,123.8213613,17.511900100000002,0.0,0.0
